"X7_CAMPO","X7_SEQUENC","X7_REGRA","X7_CDOMIN","X7_TIPO","X7_SEEK","X7_ALIAS","X7_ORDEM","X7_CHAVE","X7_CONDIC","X7_PROPRI"
"ACG_TITULO","008","SE1->E1_VENCREA","ACG_DTREAL","P","N","","0","","","S"
"ACG_TITULO","009","SE1->E1_VALOR","ACG_VALOR","P","N","","0","","","S"
"ACG_TITULO","010","SE1->E1_ACRESC","ACG_ACRESC","P","N","","0","","","S"
"ACG_TITULO","011","SE1->E1_DECRESC","ACG_DECRES","P","N","","0","","","S"
"ACG_TITULO","012","SE1->E1_NUMBCO","ACG_NUMBCO","P","N","","0","","","S"
"ACG_TITULO","013","SE1->E1_HIST","ACG_HIST","P","N","","0","","","S"
"ACG_TITULO","014","SE1->E1_VALJUR","ACG_VALJUR","P","N","","0","","","S"
"ACG_TITULO","015","SE1->E1_PORCJUR","ACG_PORJUR","P","N","","0","","","S"
"ACG_TITULO","016","SE1->E1_IRRF","ACG_IRRF","P","N","","0","","","S"
"ACG_TITULO","017","SE1->E1_ISS","ACG_ISS","P","N","","0","","","S"
"ACG_TITULO","018","SE1->E1_CSLL","ACG_CSLL","P","N","","0","","","S"
"ACG_TITULO","019","SE1->E1_COFINS","ACG_COFINS","P","N","","0","","","S"
"ACG_TITULO","020","SE1->E1_PIS","ACG_PIS","P","N","","0","","","S"
"ACG_TITULO","021","SE1->E1_DESCFIN","ACG_DESCFI","P","N","","0","","","S"
"ACG_TITULO","022","SE1->E1_LIDESCF","ACG_LIDESC","P","N","","0","","","S"
"ACG_TITULO","023","dDataBase - SE1->E1_VENCREA","ACG_ATRASO","P","N","","0","","","S"
"ACG_TITULO","024","SE1->E1_SITUACA","ACG_SITUAC","P","N","","0","","","S"
"ACG_TITULO","025","SE1->E1_PORTADO","ACG_PORTAD","P","N","","0","","","S"
"ACH_CODPRO","001","!Empty(ACH_CODPRO) .AND. !Empty(ACH_LOJPRO)","ACH_DESPRO","P","S","SUS","1","xFilial(""ACH"")+ACH->CODPRO+ACH_LOJPRO","SUS->US_NOME","S"
"ACK_CODCLI","001","""""","ACK_GRPCLI","P","","","0","","!EMPTY(M->ACK_GRPCLI)","S"
"ACK_CODVEN","001","""""","ACK_GRPVEN","P","","","0","","!EMPTY(ACK_GRPVEN)","S"
"ACK_GRPCLI","001","""""","ACK_CODCLI","P","","","0","","!Empty(M->ACK_CODCLI)","S"
"ACK_GRPCLI","002","""""","ACK_LOJA","P","","","0","","!EMPTY(M->ACK_LOJA)","S"
"ACK_GRPVEN","001","""""","ACK_CODVEN","P","","","0","","!EMPTY(M->ACK_CODVEN)","S"
"ACL_CODPRO","001","SB1->B1_DESC","ACL_DESPRO","P","S","SB1","1","xFilial(""SB1"")+M->ACL_CODPRO","","S"
"ACN_CODPRO","001","SB1->B1_DESC","ACN_DESPRO","P","S","SB1","1","xFilial(""SB1"")+M->ACN_CODPRO","","S"
"ACN_GRPPRO","001","SBM->BM_DESC","ACN_DESGRU","P","S","SBM","1","xFilial(""SBM"")+M->ACN_GRPPRO","","S"
"ACO_CODCLI","001","SA1->A1_LOJA","ACO_LOJA","P","N","","0","","SA1->A1_COD==M->ACO_CODCLI","S"
"ACO_CODCLI","002","SA1->A1_NOME","ACO_NOME","P","N","","0","","SA1->A1_COD==M->ACO_CODCLI","S"
"ACO_LOJA","001","SA1->A1_NOME","ACO_NOME","P","N","","0","","","S"
"ACP_CODPRO","001","SB1->B1_DESC","ACP_DESPRO","P","S","SB1","1","xFilial(""SB1"")+M->ACP_CODPRO","","S"
"ACP_CODPRO","002","Space(Len(SBM->BM_GRUPO))","ACP_GRUPO","P","N","","0","","!Empty(M->ACP_CODPRO)","S"
"ACP_GRUPO","001","Space(Len(SB1->B1_COD))","ACP_CODPRO","P","N","","0","","!Empty(M->ACP_GRUPO)","S"
"ACP_GRUPO","002","""""","ACP_DESPRO","P","N","","0","","!Empty(M->ACP_GRUPO)","S"
"ACQ_CODCLI","001","SA1->A1_LOJA","ACQ_LOJA","P","N","","0","","SA1->A1_COD==M->ACQ_CODCLI","S"
"ACQ_CODCLI","002","SA1->A1_NOME","ACQ_NOME","P","N","","0","","SA1->A1_COD==M->ACQ_CODCLI","S"
"ACQ_CODCLI","003","""""","ACQ_GRPVEN","P","","","0","","","S"
"ACQ_CODCLI","004","""""","ACQ_NOMGRP","P","","","0","","","S"
"ACQ_CODPRO","001","SB1->B1_DESC","ACQ_DESPRO","P","S","SB1","1","xFilial(""SB1"")+M->ACQ_CODPRO","","S"
"ACQ_GRPVEN","001","Posicione( ""ACY"", 1, xFilial( ""ACY"" ) + M->ACQ_GRPVEN, ""ACY_DESCRI"" )","ACQ_NOMGRP","P","","","0","","","S"
"ACQ_GRPVEN","002","""""","ACQ_CODCLI","P","","","0","","","S"
"ACQ_GRPVEN","003","""""","ACQ_LOJA","P","","","0","","","S"
"ACQ_GRPVEN","004","""""","ACQ_NOME","P","","","0","","","S"
"ACQ_LOJA","001","SA1->A1_NOME","ACQ_NOME","P","N","","0","","","S"
"ACR_CODPRO","001","SB1->B1_DESC","ACR_DESPRO","P","S","SB1","1","xFilial(""SB1"")+M->ACR_CODPRO","","S"
"ACR_CODPRO","002","Space(Len(SBM->BM_GRUPO))","ACR_GRUPO","P","N","","0","","!Empty(M->ACR_CODPRO)","S"
"ACR_GRUPO","001","Space(Len(SB1->B1_COD))","ACR_CODPRO","P","N","","0","","!Empty(M->ACR_GRUPO)","S"
"ACR_GRUPO","002","""""","ACR_DESPRO","P","N","","0","","!Empty(M->ACR_GRUPO)","S"
"ACS_CODCLI","001","SA1->A1_LOJA","ACS_LOJA","P","N","","0","","SA1->A1_COD==M->ACS_CODCLI","S"
"ACS_CODCLI","002","SA1->A1_NOME","ACS_NOME","P","N","","0","","SA1->A1_COD==M->ACS_CODCLI","S"
"ACS_CODCLI","003","""""","ACS_GRPVEN","P","N","","0","","","S"
"ACS_CODCLI","004","""""","ACS_DESGRP","P","N","","0","","","S"
"ACS_CODCLI","005","""""","ACS_LOJA","P","","","0","","Empty( M->ACS_CODCLI )","S"
"ACS_CODCLI","006","""""","ACS_NOME","P","","","0","","Empty( M->ACS_CODCLI )","S"
"ACS_GRPVEN","001","ACY->ACY_DESCRI","ACS_DESGRP","P","S","ACY","1","xFilial(""ACY"")+M->ACS_GRPVEN","","S"
"ACS_GRPVEN","002","""""","ACS_CODCLI","P","N","","0","","","S"
"ACS_GRPVEN","003","""""","ACS_LOJA","P","N","","0","","","S"
"ACS_GRPVEN","004","""""","ACS_NOME","P","N","","0","","","S"
"ACS_LOJA","001","Posicione( ""SA1"", 1, xFilial( ""SA1"" ) + M->ACS_CODCLI + M->ACS_LOJA, ""A1_NOME"" )","ACS_NOME","P","N","","0","","","S"
"ACS_LOJA","002","""""","ACS_GRPVEN","P","N","","0","","","S"
"ACS_LOJA","003","""""","ACS_DESGRP","P","N","","0","","","S"
"ACS_LOJA","004","""""","ACS_NOME","P","N","","0","","Empty( M->ACS_CODCLI )","S"
"ACT_CODTAB","001","DA0->DA0_DESCRI","ACT_DESTAB","P","S","DA0","1","xFilial(""DA0"")+M->ACT_CODTAB","","S"
"ACT_CONDPG","001","SE4->E4_DESCRI","ACT_DESCPG","P","S","SE4","1","xFilial(""SE4"")+M->ACT_CONDPG","","S"
"ACV_GRUPO","001","SBM->BM_DESC","ACV_DESGRU","P","S","SBM","1","xFilial(""SBM"")+M->ACV_GRUPO","","S"
"ACX_CODPRO","001","SB1->B1_DESC","ACX_DESPRO","P","S","SB1","1","xFilial(""SB1"")+M->ACX_CODPRO","","S"
"ACX_CODPRO","002","""""","ACX_GRUPO","P","N","","0","","","S"
"ACX_GRUPO","001","SBM->BM_DESC","ACX_DESGRU","P","S","SBM","1","xFilial(""SBM"")+M->ACX_GRUPO","","S"
"ACX_GRUPO","002","""""","ACX_CODPRO","P","N","","0","","","S"
"ACZ_EVENTO","001","AC5->AC5_DESCRI","ACZ_DESCRI","P","S","AC5","1","xFilial(""AC5"")+M->ACZ_EVENTO","","S"
"AD1_CODCLI","001","""""","AD1_LOJCLI","P","","","0","","Empty( M->AD1_CODCLI )","S"
"AD1_CODCLI","002","""""","AD1_NOMCLI","P","","","0","","Empty( M->AD1_CODCLI )","S"
"AD1_CODCLI","003","SUS->US_COD","AD1_PROSPE","P","S","SUS","5","xFilial(""SUS"")+M->AD1_CODCLI+M->AD1_LOJCLI","!Empty(M->AD1_CODCLI)","S"
"AD1_CODCLI","004","SUS->US_LOJA","AD1_LOJPRO","P","S","SUS","5","xFilial(""SUS"")+M->AD1_CODCLI+M->AD1_LOJCLI","!Empty(M->AD1_CODCLI)","S"
"AD1_CODCLI","005","SUS->US_NOME","AD1_NOMPRO","P","S","SUS","1","xFilial(""SUS"")+M->AD1_PROSPE+M->AD1_LOJPRO","!Empty(M->AD1_CODCLI)","S"
"AD1_CODCLI","006","SA1->A1_NOME","AD1_NOMCLI","P","S","SA1","1","xFilial(""SA1"")+M->AD1_CODCLI+M->AD1_LOJCLI","!Empty(M->AD1_CODCLI)","S"
"AD1_CODPRO","001","SB1->B1_DESC","AD1_DESPRO","P","S","SB1","1","xFilial(""SB1"")+M->AD1_CODPRO","","S"
"AD1_FCI","001","CriaVar( ""AD1_DESFCI"", .F.)","AD1_DESFCI","P","N","","0","","","S"
"AD1_FCI","002","Left(X5DESCRI(),30)","AD1_DESFCI","P","S","SX5","1","xFilial(""SX5"")+""A6""+M->AD1_FCI","","S"
"AD1_FCI","003","Left(Posicione(""SX5"",1,xFilial(""SX5"")+""A6""+M->AD1_FCI,""X5_DESCRI"" ),30)","AD1_DESFCI","P","N","","0","","","S"
"AD1_FCS","001","CriaVar( ""AD1_DESFCS"", .F.)","AD1_DESFCS","P","N","","0","","","S"
"AD1_FCS","002","Left(X5DESCRI(),30)","AD1_DESFCS","P","S","SX5","1","xFilial(""SX5"")+""A6""+M->AD1_FCS","","S"
"AD1_FCS","003","Left(Posicione(""SX5"",1,xFilial(""SX5"")+""A6""+M->AD1_FCS,""X5_DESCRI"" ),30)","AD1_DESFCS","P","N","","0","","","S"
"AD1_LOJCLI","001","SUS->US_LOJA","AD1_LOJPRO","P","S","SUS","5","xFilial(""SUS"")+M->AD1_CODCLI+M->AD1_LOJCLI","!Empty(M->AD1_CODCLI)","S"
"AD1_LOJPRO","001","SUS->US_NOME","AD1_NOMPRO","P","S","SUS","1","xFilial(""SUS"")+M->AD1_PROSPE+M->AD1_LOJPRO","","S"
"AD1_PROSPE","001","SUS->US_NOME","AD1_NOMPRO","P","S","SUS","1","xFilial(""SUS"")+M->AD1_PROSPE+M->AD1_LOJPRO","","S"
"AD1_PROSPE","002","SUS->US_CODCLI","AD1_CODCLI","P","S","SUS","1","xFilial(""SUS"")+M->AD1_PROSPE+M->AD1_CODPRO","","S"
"AD1_PROSPE","003","SUS->US_LOJACLI","AD1_LOJCLI","P","S","SUS","1","xFilial(""SUS"")+M->AD1_PROSPE+M->AD1_LOJPRO","","S"
"AD1_PROSPE","004","SA1->A1_NOME","AD1_NOMCLI","P","S","SA1","1","xFilial(""SA1"")+M->AD1_CODCLI+M->AD1_LOJCLI","","S"
"AD1_PROVEN","001","Ft300Perc( M->AD1_PROVEN, M->AD1_STAGE )","AD1_PERCEN","P","N","","0","","","S"
"AD1_STAGE","001","Ft300Perc( M->AD1_PROVEN, M->AD1_STAGE )","AD1_PERCEN","P","N","","0","","","S"
"AD1_VEND","001","SA3->A3_NOME","AD1_NOMVEN","P","S","SA3","1","xFilial(""SA3"")+M->AD1_VEND","","S"
"AD2_VEND","001","SA3->A3_NOME","AD2_NOMVEN","P","S","SA3","1","xFilial(""SA3"")+M->AD2_VEND","","S"
"AD3_CODCON","001","AC3->AC3_NOME","AD3_NOMCON","P","S","AC3","1","xFilial(""AC3"")+M->AD3_CODCON","","S"
"AD4_PARTNE","001","AC4->AC4_NOME","AD4_NOMPAR","P","S","AC4","1","xFilial(""AC4"")+M->AD4_PARTNE","","S"
"AD5_CODCLI","001","""""","AD5_LOJA","P","","","0","","Empty( M->AD5_CODCLI )","S"
"AD5_CODCLI","002","""""","AD5_NROPOR","P","","","0","","!Empty( M->AD5_CODCLI )","S"
"AD5_CODCLI","003","SA1->A1_LOJA","AD5_LOJA","P","","","0","","!Empty(M->AD5_CODCLI)","S"
"AD5_EVENTO","001","AC5->AC5_DESCRI","AD5_DESEVE","P","S","AC5","1","xFilial(""AC5"")+M->AD5_EVENTO","","S"
"AD5_NROPOR","001","""""","AD5_CODCLI","P","","","0","","!Empty( M->AD5_CODCLI )","S"
"AD5_NROPOR","002","""""","AD5_LOJA","P","","","0","","!Empty( M->AD5_LOJA )","S"
"AD5_VEND","001","SA3->A3_NOME","AD5_NOMVEN","P","S","SA3","1","xFilial(""SA3"")+M->AD5_VEND","","S"
"AD6_CODPRO","001","Posicione(""SB1"",1,xFilial(""SB1"")+M->AD6_CODPRO,""B1_DESC"")","AD6_DESPRO","P","S","SB1","1","xFilial(""SB1"")+M->AD6_CODPRO","","S"
"AD7_CODCLI","001","SA1->A1_NOME","AD7_NOMCLI","P","S","SA1","1","xFilial(""SA1"")+M->AD7_CODCLI+M->AD7_LOJA","","S"
"AD7_CODCLI","002","""""","AD7_CONTAT","P","N","","0","","","S"
"AD7_CODCLI","003","""""","AD7_NROPOR","P","N","","0","","","S"
"AD7_CONTAT","001","SU5->U5_CONTAT","AD7_NOMCON","P","S","SU5","1","xFilial(""SU5"")+M->AD7_CONTAT","","S"
"AD7_LOJA","001","SA1->A1_NOME","AD7_NOMCLI","P","S","SA1","1","xFilial(""SA1"")+M->AD7_CODCLI+M->AD7_LOJA","","S"
"AD7_LOJA","002","""""","AD7_CONTAT","P","N","","0","","","S"
"AD7_LOJA","003","""""","AD7_NROPOR","P","N","","0","","","S"
"AD7_LOJPRO","001","SUS->US_NOME","AD7_NOMPRO","P","S","SUS","1","xFilial(""SUS"")+M->AD7_PROSPE+M->AD7_LOJPRO","","S"
"AD7_LOJPRO","002","""""","AD7_NROPOR","P","N","","0","","","S"
"AD7_LOJPRO","003","""""","AD7_NROPOR","P","N","","0","","","S"
"AD7_NROPOR","001","AD1->AD1_PROSPE","AD7_PROSPE","P","S","AD1","1","xFilial(""AD1"")+M->AD7_NROPOR","","S"
"AD7_NROPOR","002","AD1->AD1_LOJPRO","AD7_LOJPRO","P","N","","0","","","S"
"AD7_NROPOR","003","""""","AD7_CODCLI","P","N","","0","","","S"
"AD7_NROPOR","004","""""","AD7_LOJA","P","N","","0","","","S"
"AD7_NROPOR","005","""""","AD7_NOMCLI","P","","","0","","","S"
"AD7_NROPOR","006","SUS->US_NOME","AD7_NOMPRO","P","S","SUS","1","xFilial(""SUS"")+M->AD7_PROSPE+M->AD7_LOJPRO","","S"
"AD7_PROSPE","001","SUS->US_NOME","AD7_NOMPRO","P","S","SUS","1","xFilial(""SUS"")+M->AD7_PROSPE+M->AD7_LOJPRO","","S"
"AD7_PROSPE","002","""""","AD7_NROPOR","P","N","","0","","","S"
"AD7_VEND","001","SA3->A3_NOME","AD7_NOMVEN","P","S","SA3","1","xFilial(""SA3"")+M->AD7_VEND","","S"
"AD8_PERC","001","""3""","AD8_STATUS","P","","","0","","M->AD8_PERC==100","S"
"AD8_STATUS","001","100","AD8_PERC","P","","","0","","M->AD8_STATUS==""3""","S"
"AD8_STATUS","002","0","AD8_PERC","P","","","0","","M->AD8_STATUS!=""3""","S"
"AD9_CODCON","001","Posicione(""SU5"",1,xFilial(""SU5"")+M->AD9_CODCON,""U5_CONTAT"" )","AD9_NOMCON","P","","","0","","","S"
"ADA_CODCLI","001","SA1->A1_LOJA","ADA_LOJCLI","P","S","SB1","1","xFilial(""SA1"")+M->ADA_CODCLI","M->ADA_CODCLI<>SA1->A1_COD","S"
"ADA_CODCLI","002","SA1->A1_LOJA","ADA_LOJCLI","P","N","","0","","","S"
"ADA_CODCLI","003","Posicione( ""SA1"", 1, xFilial(""SA1"")+M->ADA_CODCLI+M->ADA_LOJCLI,""A1_NOME"")","ADA_NOMCLI","P","","","0","","","S"
"ADA_LOJCLI","001","Posicione( ""SA1"", 1, xFilial(""SA1"")+M->ADA_CODCLI+M->ADA_LOJCLI,""A1_NOME"")","ADA_NOMCLI","P","","","0","","","S"
"ADB_CODPRO","001","Posicione( ""SB1"", 1, xFilial( ""SB1"" ) + M->ADB_CODPRO, ""B1_DESC"" )","ADB_DESPRO","P","N","","0","","","S"
"AE2_PRODUT","001","SB1->B1_DESC","AE2_DESCRI","P","S","SB1","1","xFilial(""SB1"")+M->AE2_PRODUT","","S"
"AE2_PRODUT","002","SB1->B1_UM","AE2_UM","P","S","SB1","1","xFilial(""SB1"")+M->AE2_PRODUT","","S"
"AE2_PRODUT","003","SB1->B1_CUSTD","AE2_CUSTD","P","S","SB1","1","xFilial(""SB1"")+M->AE2_PRODUT","","S"
"AE2_PRODUT","004","SB1->B1_SEGUM","AE2_SEGUM","P","S","SB1","1","xFilial(""SB1"")+M->AE2_PRODUT","","S"
"AE2_PRODUT","005","GetMv(""MV_SIMB""+SB1->B1_MCUSTD)","AE2_SIMBCS","P","S","SB1","1","xFilial(""SB1"")+M->AE2_PRODUT","","S"
"AE2_PRODUT","006","SB1->B1_TIPO","AE2_TIPO","P","S","SB1","1","xFilial(""SB1"")+M->AE2_PRODUT","","S"
"AE2_QUANT","001","M->AE2_QUANT","AE2_QUANT","P","N","","0","","","S"
"AE3_MOEDA","001","GetMv(""MV_SIMB""+AllTrim(Str(M->AE3_MOEDA,2,0)))","AE3_SIMBMO","P","N","","0","","","S"
"AE3_VALOR","001","M->AE3_VALOR","AE3_VALOR","P","N","","0","","","S"
"AE4_QUANT","001","M->AE4_QUANT","AE4_QUANT","P","N","","0","","","S"
"AE4_SUBCOM","001","AE1->AE1_DESCRI","AE4_DESCRI","P","S","AE1","1","xFilial(""AE1"")+M->AE4_SUBCOM","","S"
"AE4_SUBCOM","002","AE1->AE1_UM","AE4_UM","P","S","AE1","1","xFilial(""AE1"")+M->AE4_SUBCOM","","S"
"AF1_DATA","001","M->AF1_DATA","AF1_VALID","P","N","","0","","","S"
"AF2_BDI","001","(M->AF2_BDI * M->AF2_CUSTO) / 100","AF2_VALBDI","P","N","","0","","","S"
"AF2_BDI","002","(M->AF2_VALBDI + M->AF2_CUSTO)","AF2_TOTAL","P","N","","0","","","S"
"AF2_COMPOS","001","M->AF2_COMPOS","AF2_COMPOS","P","N","","0","","","S"
"AF2_CUSTO","001","M->AF2_CUSTO + (M->AF2_CUSTO * M->AF2_BDI / 100)","AF2_TOTAL","P","N","","0","","","S"
"AF2_CUSTO","002","(M->AF2_CUSTO * M->AF2_BDI / 100)","AF2_VALBDI","P","N","","0","","","S"
"AF2_ORCAME","001","MaGetNumAF2(,M->AF2_ORCAME)","AF2_TAREFA","P","N","","0","","","S"
"AF2_QUANT","001","M->AF2_QUANT","AF2_QUANT","P","N","","0","","","S"
"AF2_VALBDI","001","(M->AF2_VALBDI * 100) / M->AF2_CUSTO","AF2_BDI","P","N","","0","","","S"
"AF2_VALBDI","002","(M->AF2_VALBDI + M->AF2_CUSTO)","AF2_TOTAL","P","N","","0","","","S"
"AF3_MOEDA","001","GetMv(""MV_SIMB""+AllTrim(Str(M->AF3_MOEDA,2,0)))","AF3_SIMBMO","P","N","","0","","","S"
"AF3_PRODUT","001","SB1->B1_DESC","AF3_DESCRI","P","S","SB1","1","xFilial(""SB1"")+M->AF3_PRODUT","","S"
"AF3_PRODUT","002","SB1->B1_UM","AF3_UM","P","S","SB1","1","xFilial(""SB1"")+M->AF3_PRODUT","","S"
"AF3_PRODUT","003","SB1->B1_CUSTD","AF3_CUSTD","P","S","SB1","1","xFilial(""SB1"")+M->AF3_PRODUT","","S"
"AF3_PRODUT","004","SB1->B1_SEGUM","AF3_SEGUM","P","S","SB1","1","xFilial(""SB1"")+M->AF3_PRODUT","","S"
"AF3_PRODUT","005","Val(SB1->B1_MCUSTD)","AF3_MOEDA","P","S","SB1","1","xFilial(""SB1"")+M->AF3_PRODUT","","S"
"AF3_PRODUT","006","SB1->B1_TIPO","AF3_TIPO","P","S","SB1","1","xFilial(""SB1"")+M->AF3_PRODUT","","S"
"AF3_PRODUT","007","0","AF3_QUANT","P","N","","0","","","S"
"AF3_PRODUT","008","0","AF3_QTSEGU","P","N","","0","","","S"
"AF3_QTSEGU","001","ConvUm(SB1->B1_COD,,M->AF3_QTSEGU,1)","AF3_QUANT","P","S","SB1","1","xFilial(""SB1"")+M->AF3_PRODUT","","S"
"AF3_QUANT","001","ConvUm(SB1->B1_COD,M->AF3_QUANT,,2)","AF3_QTSEGU","P","S","SB1","1","xFilial(""SB1"")+M->AF3_PRODUT","","S"
"AF4_MOEDA","001","GetMv(""MV_SIMB""+AllTrim(Str(M->AF4_MOEDA,2,0)))","AF4_SIMBMO","P","N","","0","","","S"
"AF7_PREDEC","001","AF2->AF2_DESCRI","AF7_DESCRI","P","N","","0","","","S"
"AF9_BDI","001","(M->AF9_BDI * M->AF9_CUSTO) / 100","AF9_VALBDI","P","N","","0","","","S"
"AF9_BDI","002","(M->AF9_VALBDI + M->AF9_CUSTO)","AF9_TOTAL","P","N","","0","","","S"
"AF9_COMPOS","001","M->AF9_COMPOS","AF9_COMPOS","P","N","","0","","","S"
"AF9_CUSTO","001","M->AF9_CUSTO + (M->AF9_CUSTO * M->AF9_BDI / 100)","AF9_TOTAL","P","N","","0","","","S"
"AF9_CUSTO","002","(M->AF9_CUSTO * M->AF9_BDI / 100)","AF9_VALBDI","P","N","","0","","","S"
"AF9_PROJET","001","AF8->AF8_REVISA","AF9_REVISA","P","S","AF8","1","xFilial(""AF8"")+M->AF9_PROJET","","S"
"AF9_QUANT","001","M->AF9_QUANT","AF9_QUANT","P","N","","0","","","S"
"AF9_RESTRI","001","CTOD(""  /  /  "")","AF9_DTREST","P","","","0","","M->AF9_RESTRI$""78""","S"
"AF9_RESTRI","002","SPACE(LEN(M->AF9_HRREST))","AF9_HRREST","P","","","0","","M->AF9_RESTRI$""78""","S"
"AF9_RESTRI","003","M->AF9_HORAI","AF9_HRREST","P","","","0","","M->AF9_RESTRI$""134""","S"
"AF9_RESTRI","004","M->AF9_START","AF9_DTREST","P","","","0","","M->AF9_RESTRI$""134""","S"
"AF9_RESTRI","005","M->AF9_FINISH","AF9_DTREST","P","","","0","","M->AF9_RESTRI$""256""","S"
"AF9_RESTRI","006","M->AF9_HORAF","AF9_HRREST","P","","","0","","M->AF9_RESTRI$""256""","S"
"AF9_VALBDI","001","(M->AF9_VALBDI * 100) / M->AF9_CUSTO","AF9_BDI","P","N","","0","","","S"
"AF9_VALBDI","002","(M->AF9_VALBDI + M->AF9_CUSTO)","AF9_TOTAL","P","N","","0","","","S"
"AFA_MOEDA","001","GetMv(""MV_SIMB""+AllTrim(Str(M->AFA_MOEDA,2,0)))","AFA_SIMBMO","P","N","","0","","","S"
"AFA_PRODUT","001","SB1->B1_DESC","AFA_DESCRI","P","S","SB1","1","xFilial(""SB1"")+M->AFA_PRODUT","","S"
"AFA_PRODUT","002","SB1->B1_UM","AFA_UM","P","S","SB1","1","xFilial(""SB1"")+M->AFA_PRODUT","","S"
"AFA_PRODUT","003","SB1->B1_CUSTD","AFA_CUSTD","P","S","SB1","1","xFilial(""SB1"")+M->AFA_PRODUT","","S"
"AFA_PRODUT","004","SB1->B1_SEGUM","AFA_SEGUM","P","S","SB1","1","xFilial(""SB1"")+M->AFA_PRODUT","","S"
"AFA_PRODUT","005","Val(SB1->B1_MCUSTD)","AFA_MOEDA","P","S","SB1","1","xFilial(""SB1"")+M->AFA_PRODUT","","S"
"AFA_PRODUT","006","SB1->B1_TIPO","AFA_TIPO","P","S","SB1","1","xFilial(""SB1"")+M->AFA_PRODUT","","S"
"AFA_QUANT","001","ConvUm(SB1->B1_COD,M->AFA_QUANT,,2)","AFA_QTSEGU","X","S","SB1","1","xFilial(""SB1"") + M->AFA_PRODUT","","S"
"AFB_MOEDA","001","GetMv(""MV_SIMB""+AllTrim(Str(M->AFB_MOEDA,2,0)))","AFB_SIMBMO","P","N","","0","","","S"
"AFD_PREDEC","001","AF9->AF9_DESCRI","AFD_DESCRI","P","S","AF9","1","xFilial(""AF9"")+M->AF9_PROJET+M->AF9_REVISA+M->AFD_PREDEC","","S"
"AFD_PREDEC","002","M->AFD_PREDEC","AFD_PREDEC","P","","","0","","","S"
"AFD_TIPO","001","M->AFD_TIPO","AFD_TIPO","P","","","0","","","S"
"AFF_OCORRE","001","AE7->AE7_DESCRI","AFF_OCDESC","P","S","AE7","1","xFilial(""AE7"")+M->AFF_OCORRE","","S"
"AFF_PERC","001","PMS310PERC()","AFF_QUANT","P","","","0","","","S"
"AFF_QUANT","001","PMS310QT()","AFF_PERC","P","N","","0","","","S"
"AFG_PROJET","001","AF8->AF8_REVISA","AFG_REVISA","P","S","AF8","1","xFilial(""AF8"")+M->AFG_PROJET","","S"
"AFG_PROJET","002","SPACE(LEN(AFG->AFG_TAREFA))","AFG_TAREFA","P","N","","0","","","S"
"AFH_PROJET","001","AF8->AF8_REVISA","AFH_REVISA","P","S","AF8","1","xFilial(""AF8"")+M->AFH_PROJET","","S"
"AFH_PROJET","002","SPACE(LEN(AFH->AFH_TAREFA))","AFH_TAREFA","P","N","","0","","","S"
"AFI_PROJET","001","AF8->AF8_REVISA","AFI_REVISA","P","S","AF8","1","xFilial(""AF8"")+M->AFI_PROJET","","S"
"AFI_PROJET","002","SPACE(LEN(AFI->AFI_TAREFA))","AFI_TAREFA","P","N","","0","","","S"
"AFL_PROJET","001","AF8->AF8_REVISA","AFL_REVISA","P","S","AF8","1","xFilial(""AF8"")+M->AFL_PROJET","","S"
"AFL_PROJET","002","SPACE(LEN(AFL->AFL_TAREFA))","AFL_TAREFA","P","N","","0","","","S"
"AFM_PROJET","001","AF8->AF8_REVISA","AFM_REVISA","P","S","AF8","1","xFilial(""AF8"")+M->AFM_PROJET","","S"
"AFN_PROJET","001","AF8->AF8_REVISA","AFN_REVISA","P","S","AF8","1","xFilial(""AF8"")+M->AFN_PROJET","","S"
"AFN_PROJET","002","SPACE(LEN(AFN->AFN_TAREFA))","AFN_TAREFA","P","N","","0","","","S"
"AFP_CTV","001","SPACE(LEN(AFP->AFP_CTVITE))","AFP_CTVITE","P","","","0","","","S"
"AFP_CTVITE","001","SPACE(LEN(AFP->AFP_CTV))","AFP_CTV","P","","","0","","","S"
"AFP_PERC","001","PmsDtPrv(M->AF9_START,M->AF9_FINISH,M->AFP_PERC,M->AF9_TPMEDI)","AFP_DTCALC","P","","","0","","","S"
"AFR_PROJET","001","AF8->AF8_REVISA","AFR_REVISA","P","S","AF8","1","xFilial(""AF8"")+M->AFR_PROJET","","S"
"AFR_PROJET","002","SPACE(LEN(AFR->AFR_TAREFA))","AFR_TAREFA","P","N","","0","","","S"
"AFR_VALOR1","001","xMoeda(M->AFR_VALOR1,1,2,M->AFR_DATA)","AFR_VALOR2","P","N","","0","","","S"
"AFR_VALOR1","002","xMoeda(M->AFR_VALOR1,1,3,M->AFR_DATA)","AFR_VALOR3","P","N","","0","","","S"
"AFR_VALOR1","003","xMoeda(M->AFR_VALOR1,1,4,M->AFR_DATA)","AFR_VALOR4","P","N","","0","","","S"
"AFR_VALOR1","004","xMoeda(M->AFR_VALOR1,1,5,M->AFR_DATA)","AFR_VALOR5","P","N","","0","","","S"
"AFT_PROJET","001","AF8->AF8_REVISA","AFT_REVISA","P","S","AF8","1","xFilial(""AF8"")+M->AFT_PROJET","","S"
"AFT_PROJET","002","SPACE(LEN(AFT->AFT_TAREFA))","AFT_TAREFA","P","N","","0","","","S"
